,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Tlr7,1534.713715,-6.043266581,0.114627535,-41.18064053,0,0
G530011O06Rik,87.8709273,-3.372366191,0.184313769,-13.36033357,1.03E-40,6.16E-38
Cxcl3,843.7751356,-2.564640533,0.13333301,-19.04106694,7.79E-81,1.26E-77
Mid1,84.23235273,-2.50381316,0.180486128,-12.46937763,1.10E-35,4.21E-33
Ifi208,27.08522191,-2.081571918,0.212029437,-7.01405501,2.32E-12,1.29E-10
Gm15726,20.41999593,-1.90999328,0.212031806,-6.546751645,5.88E-11,2.70E-09
Serpinb2,187.3076553,-1.816761894,0.141677418,-12.55885652,3.55E-36,1.40E-33
Ppbp,772.7565428,-1.763588653,0.087326157,-20.12110019,4.82E-90,1.30E-86
Cxcl2,462.048337,-1.697070873,0.130272811,-12.96969433,1.82E-38,9.16E-36
Chil3,56.6276133,-1.619922589,0.194937661,-8.024022729,1.02E-15,8.60E-14
Ccl12,139.0899405,-1.565479253,0.157674625,-9.699304261,3.04E-22,4.41E-20
Cyr61,89.35717231,-1.534858018,0.206411716,-7.506075196,6.09E-14,4.11E-12
Plet1,77.16658392,-1.527303052,0.183869708,-8.225035094,1.95E-16,1.78E-14
Gbp5,68.90994583,-1.514805623,0.193185072,-7.628779424,2.37E-14,1.67E-12
Gap43,71.632567,-1.436960432,0.178804925,-7.877842203,3.33E-15,2.62E-13
Slfn1,17.50360283,-1.416929292,0.212452994,-5.998975459,1.99E-09,7.47E-08
Atp1b2,186.5822419,-1.354377542,0.14236386,-9.438210328,3.79E-21,5.10E-19
Col4a1,66.59115983,-1.308666067,0.198617364,-6.577279856,4.79E-11,2.23E-09
Bmp1,58.78675138,-1.30027588,0.185865604,-6.856378934,7.06E-12,3.65E-10
Sparc,178.0103208,-1.287446629,0.201820752,-6.548038404,5.83E-11,2.69E-09
Ifi205,73.73435065,-1.284540735,0.214000073,-5.532840095,3.15E-08,9.35E-07
Ccl7,1467.881562,-1.281035278,0.103795067,-12.30523938,8.49E-35,2.98E-32
Gbp4,31.93795477,-1.272895855,0.209869967,-6.019956508,1.74E-09,6.64E-08
Shroom3,25.03147935,-1.259508975,0.213509568,-5.890938267,3.84E-09,1.38E-07
Tnc,76.45091139,-1.242511995,0.213728622,-5.940086673,2.85E-09,1.05E-07
3110039I08Rik,16.88926856,-1.242310327,0.213210769,-5.463317663,4.67E-08,1.33E-06
Tm4sf1,39.89181143,-1.228702278,0.212849184,-6.101090279,1.05E-09,4.17E-08
Ccnd2,223.5404288,-1.225994251,0.125556394,-9.738700957,2.06E-22,3.08E-20
Ifi209,954.4248312,-1.2188943,0.196280306,-6.242534575,4.31E-10,1.77E-08
Cnn3,98.85314765,-1.214503977,0.180048424,-6.791713475,1.11E-11,5.59E-10
Akap12,39.57161051,-1.211274025,0.201430745,-5.895354965,3.74E-09,1.35E-07
Gm5483,17.40422099,-1.197118705,0.213279151,-4.957770514,7.13E-07,1.52E-05
Ifit1bl1,27.16777076,-1.197088521,0.211898416,-5.649615848,1.61E-08,5.08E-07
Tnfsf14,133.8761027,-1.184977721,0.130119263,-8.991934029,2.43E-19,2.84E-17
F10,598.9273682,-1.184632079,0.074431772,-15.88837615,7.63E-57,8.79E-54
Mx1,438.7551226,-1.167716152,0.213970058,-5.313383867,1.08E-07,2.80E-06
Slfn4,58.09949882,-1.158067129,0.213133399,-5.168367656,2.36E-07,5.72E-06
Oasl1,109.66369,-1.156140198,0.208719479,-4.917328934,8.77E-07,1.83E-05
Ccr5,1608.373936,-1.155780248,0.059830595,-19.31997549,3.65E-83,7.36E-80
Car4,11.22853845,-1.154783942,0.205964295,-4.684823045,2.80E-06,5.19E-05
Il1b,53.50615138,-1.153461586,0.194209559,-5.751854753,8.83E-09,2.94E-07
Lrig1,84.69238102,-1.144739588,0.158205022,-7.13755061,9.50E-13,5.59E-11
Megf6,12.44226823,-1.144570417,0.211432815,-4.973390069,6.58E-07,1.42E-05
Itga3,32.9579206,-1.127220833,0.21377104,-5.601617042,2.12E-08,6.54E-07
Vcam1,42.76863968,-1.123367986,0.210812803,-5.422494894,5.88E-08,1.62E-06
Itgb8,54.03317542,-1.123165604,0.197300798,-5.699039739,1.20E-08,3.90E-07
Vsig8,284.5557914,-1.120750526,0.10863856,-10.29429753,7.48E-25,1.44E-22
Gbp2,268.7302196,-1.120457843,0.157717354,-7.076425558,1.48E-12,8.46E-11
Ncan,638.5580197,-1.118815731,0.086314922,-12.94203567,2.61E-38,1.24E-35
Irf7,1374.856496,-1.111287273,0.213737145,-4.89252172,9.96E-07,2.05E-05
Gm4951,106.1838967,-1.108350797,0.206768408,-5.569161115,2.56E-08,7.81E-07
Ifit3b,77.4312664,-1.106808022,0.212509341,-4.756837317,1.97E-06,3.77E-05
Nrxn2,64.45127235,-1.084004821,0.171506187,-6.247681444,4.17E-10,1.73E-08
Mmp15,112.0663775,-1.083848757,0.148342573,-7.234911286,4.66E-13,2.85E-11
Tarm1,45.82348746,-1.083540378,0.187608571,-5.635040201,1.75E-08,5.48E-07
Disp3,80.06460384,-1.080926509,0.166927507,-6.360274909,2.01E-10,8.71E-09
Ifit3,582.5217374,-1.079600038,0.208232598,-4.547431509,5.43E-06,9.23E-05
Rsad2,901.9470749,-1.078798449,0.212980768,-4.424965325,9.65E-06,0.000153637
Cmpk2,589.2527972,-1.072939253,0.21170864,-4.818850051,1.44E-06,2.85E-05
Ptx3,13.3758102,-1.070468891,0.207266167,-4.956089207,7.19E-07,1.53E-05
Rtn1,162.5328785,-1.07018919,0.133348866,-7.999201436,1.25E-15,1.03E-13
H2-Q5,47.12747645,-1.069139248,0.195723677,-5.281869451,1.28E-07,3.28E-06
Bcar1,41.08883752,-1.064710491,0.21082397,-5.262503997,1.42E-07,3.59E-06
Ifi47,86.21552043,-1.062755506,0.210490401,-5.250237668,1.52E-07,3.81E-06
Oas3,662.9689254,-1.058142198,0.211859362,-4.867937477,1.13E-06,2.30E-05
Oas2,524.0672763,-1.058101555,0.213826849,-4.912744839,8.98E-07,1.87E-05
Vgf,35.80647351,-1.053024214,0.203933313,-5.143698047,2.69E-07,6.46E-06
Sox9,26.7155368,-1.045151279,0.213349188,-4.939619372,7.83E-07,1.65E-05
Ptprz1,159.0335748,-1.041899003,0.136665935,-7.583723388,3.36E-14,2.36E-12
Gm12250,149.9795717,-1.037270849,0.193499222,-5.343986572,9.09E-08,2.42E-06
Fads2,129.8131018,-1.033186628,0.179358853,-5.982336959,2.20E-09,8.22E-08
Col4a2,44.91684792,-1.031130271,0.209913405,-4.791214653,1.66E-06,3.24E-05
Cd74,789.8572029,-1.030871781,0.071591315,-14.40882088,4.55E-47,3.87E-44
Mid1-ps1,36.4675289,-1.028742745,0.207786606,-4.77669041,1.78E-06,3.45E-05
Gbp3,231.0172262,-1.02830682,0.193055792,-5.26140096,1.43E-07,3.60E-06
Pcsk2,18.11364525,-1.027947447,0.210756206,-5.02176353,5.12E-07,1.15E-05
Clip3,67.63959791,-1.027769396,0.180534808,-5.638141534,1.72E-08,5.40E-07
Uck2,156.6150959,-1.026073302,0.133716247,-7.669989727,1.72E-14,1.24E-12
Axl,3238.151453,-1.023069126,0.044518767,-22.98207121,7.04E-117,2.84E-113
Obsl1,20.98346686,-1.021557173,0.209784355,-5.005981212,5.56E-07,1.24E-05
Ptn,236.6597296,-1.01968634,0.128421882,-7.918666919,2.40E-15,1.93E-13
Vcan,92.70001367,-1.018011605,0.169110917,-6.061462905,1.35E-09,5.24E-08
Susd4,14.50710952,-1.017284767,0.212686358,-4.68256575,2.83E-06,5.24E-05
Hspb8,29.8075075,-1.012666427,0.213769532,-4.966101714,6.83E-07,1.47E-05
Lrrc4b,43.27394173,-1.012331956,0.191915708,-5.239450664,1.61E-07,4.01E-06
Traf1,13.76905799,-1.004677541,0.213104502,-4.100127076,4.13E-05,0.000561764
Loxl1,17.24496324,-1.00344297,0.209294611,-5.024007584,5.06E-07,1.14E-05
Ctgf,45.87144007,-0.997749334,0.213154001,-4.604884921,4.13E-06,7.28E-05
Serpinh1,52.57586903,-0.993716804,0.211445298,-5.395379051,6.84E-08,1.86E-06
Ifitm3,2492.924956,-0.993228782,0.193898318,-5.050528283,4.41E-07,1.01E-05
Cdh22,23.79400198,-0.99079508,0.210514607,-4.549881557,5.37E-06,9.14E-05
Sox6,56.09308477,-0.990611829,0.185324004,-5.336366269,9.48E-08,2.51E-06
Fscn1,164.556099,-0.989906334,0.13139718,-7.509685806,5.93E-14,4.02E-12
Antxr1,43.59063046,-0.987256014,0.199169347,-4.92054344,8.63E-07,1.80E-05
Isg15,429.070494,-0.984010544,0.213403529,-4.208637519,2.57E-05,0.000368473
Sox2,107.9973281,-0.981035806,0.166714,-5.900026016,3.63E-09,1.32E-07
Ifi27l2a,354.1927651,-0.98093799,0.207398397,-5.073053646,3.91E-07,9.05E-06
Ptgs2,102.5634229,-0.980621895,0.177801895,-5.402650746,6.57E-08,1.80E-06
Ifi203,579.2714947,-0.979625967,0.178317646,-5.495820535,3.89E-08,1.13E-06
Cntn1,109.4530882,-0.978968723,0.153615846,-6.329309498,2.46E-10,1.06E-08
Trim30c,46.93164716,-0.978646104,0.204377922,-4.754041772,1.99E-06,3.80E-05
Dclk2,170.2168807,-0.977500769,0.132876728,-7.332944751,2.25E-13,1.44E-11
Ifit1,342.7070857,-0.977410822,0.21402867,-4.214914595,2.50E-05,0.000359331
Tead1,42.95576297,-0.977106253,0.208538406,-4.730000381,2.25E-06,4.24E-05
Plce1,21.15530165,-0.971924353,0.213759995,-4.403579563,1.06E-05,0.00016745
Acap1,60.74638895,-0.968094466,0.188718721,-5.212912023,1.86E-07,4.57E-06
Col1a2,45.88454418,-0.967982642,0.201330112,-5.625696237,1.85E-08,5.76E-07
Meg3,16.50666684,-0.967661659,0.211973057,-4.687923061,2.76E-06,5.12E-05
Fpr2,142.9426978,-0.9668395,0.152304922,-6.36829161,1.91E-10,8.29E-09
Enah,106.102492,-0.965027149,0.154176337,-6.24930751,4.12E-10,1.71E-08
Il12rb1,35.65872199,-0.963421905,0.201216184,-4.764898964,1.89E-06,3.63E-05
Hid1,24.10265819,-0.96097695,0.21092282,-4.531728538,5.85E-06,9.88E-05
Vdr,181.3912248,-0.960899089,0.13289607,-7.265852086,3.71E-13,2.30E-11
Ifi213,77.04575334,-0.957477468,0.205428682,-4.970055707,6.69E-07,1.44E-05
Phf11b,323.3772485,-0.955429643,0.190139286,-4.958686592,7.10E-07,1.51E-05
Thbs2,16.53782439,-0.952699427,0.21272032,-4.553008083,5.29E-06,9.02E-05
Krt8,14.74860045,-0.950870276,0.206631475,-4.617599034,3.88E-06,6.90E-05
Nell2,70.86496067,-0.948969011,0.165516007,-5.682296185,1.33E-08,4.24E-07
Nxph1,29.64868351,-0.948309688,0.204628851,-4.580420454,4.64E-06,8.05E-05
Ctnnd2,49.28430755,-0.945322745,0.187309008,-5.002366798,5.66E-07,1.26E-05
Plat,24.24430296,-0.941059064,0.211841212,-4.436863163,9.13E-06,0.000146401
Wasf1,33.73565779,-0.935364549,0.202555242,-4.6334209,3.60E-06,6.46E-05
H2-Q6,143.6661242,-0.93228996,0.151596159,-6.091430262,1.12E-09,4.41E-08
Map2,87.94467825,-0.932130853,0.15920678,-5.817643328,5.97E-09,2.06E-07
Elavl4,35.69723383,-0.931431128,0.203041972,-4.59322595,4.36E-06,7.65E-05
Phyhipl,75.95000212,-0.930211505,0.166535491,-5.559276929,2.71E-08,8.20E-07
Fbn1,16.08921403,-0.928203604,0.208240138,-4.714394346,2.42E-06,4.54E-05
Nbl1,25.92581557,-0.924684742,0.211389388,-4.413732394,1.02E-05,0.000160252
Mx2,117.4154838,-0.922024192,0.213330038,-4.190019877,2.79E-05,0.000396873
Col5a1,40.9563259,-0.921621508,0.198929404,-4.656260799,3.22E-06,5.85E-05
Fam84a,24.82097273,-0.919876667,0.21094766,-4.340180459,1.42E-05,0.000216093
Adgrb2,68.26016746,-0.919034195,0.17430392,-5.231917367,1.68E-07,4.14E-06
2900011O08Rik,13.64031043,-0.914185748,0.213098296,-4.154607962,3.26E-05,0.000456779
S1pr3,22.98810694,-0.911729646,0.211966362,-4.666991081,3.06E-06,5.60E-05
Oas1g,574.4223014,-0.911141697,0.201808357,-4.405473784,1.06E-05,0.000166156
Igfbp3,118.7880985,-0.911041717,0.177415642,-5.140953023,2.73E-07,6.53E-06
Ifi206,246.3737656,-0.911040239,0.20661151,-3.896056323,9.78E-05,0.001182568
Pdgfra,188.4613729,-0.909451432,0.128364608,-7.059866182,1.67E-12,9.46E-11
Ifi211,752.474629,-0.906687264,0.195986346,-4.502492887,6.72E-06,0.000111956
Dmwd,70.45105301,-0.906383775,0.183086359,-4.982018627,6.29E-07,1.37E-05
Nsg1,26.97962042,-0.906195574,0.206243778,-4.285265383,1.83E-05,0.000268948
Ifit2,633.3851824,-0.906037522,0.208450645,-4.314707544,1.60E-05,0.00023987
Stat2,2181.85563,-0.905942918,0.177230445,-5.102170133,3.36E-07,7.86E-06
Kit,39.49342091,-0.904399292,0.197697703,-4.586740405,4.50E-06,7.86E-05
Timp3,73.69733011,-0.904241169,0.213619331,-4.651806751,3.29E-06,5.95E-05
Gm5431,405.9061121,-0.902753875,0.114440221,-7.88346177,3.18E-15,2.52E-13
Prrx1,11.4283362,-0.895130851,0.210259247,-4.253073997,2.11E-05,0.000307609
Oasl2,2161.113787,-0.892700087,0.212156172,-4.055014184,5.01E-05,0.000664212
Fhl1,36.8145415,-0.892233016,0.207461585,-4.445287624,8.78E-06,0.00014184
Col11a1,110.9665594,-0.890066318,0.150607806,-5.864694588,4.50E-09,1.59E-07
Phf11a,50.83891173,-0.887838339,0.213932797,-3.984801573,6.75E-05,0.000858709
Ddr1,167.7549976,-0.885575437,0.20273277,-4.502474445,6.72E-06,0.000111956
Sass6,125.8397107,-0.885295886,0.16497966,-5.340449527,9.27E-08,2.46E-06
Fbxo2,61.99577981,-0.884992734,0.179383179,-4.938525095,7.87E-07,1.65E-05
Olig1,251.5108332,-0.884730627,0.128181622,-6.889593126,5.60E-12,2.94E-10
Peg3,60.52813745,-0.883536882,0.214004263,-4.504324756,6.66E-06,0.00011133
P3h2,11.90569469,-0.883070021,0.21008106,-4.176683983,2.96E-05,0.000417913
Gvin1,175.2335085,-0.88037388,0.151009359,-5.812640917,6.15E-09,2.12E-07
Gria2,95.59501324,-0.879831703,0.152067494,-5.749587941,8.95E-09,2.96E-07
Zeb1,78.8073523,-0.877612598,0.168420317,-5.189222638,2.11E-07,5.15E-06
Mxd1,253.7591649,-0.876346415,0.10478289,-8.345376827,7.10E-17,6.82E-15
Pnmal2,17.97103632,-0.875651397,0.212877432,-3.902920503,9.50E-05,0.001154709
Acta2,109.9243795,-0.875289291,0.19884749,-4.423154283,9.73E-06,0.000154779
Kirrel,16.76512486,-0.875098877,0.212775862,-4.255227851,2.09E-05,0.000304939
Olfm1,219.8720157,-0.874297705,0.123424695,-7.115565799,1.11E-12,6.47E-11
Ptges,157.9939739,-0.873478058,0.142524785,-6.056503437,1.39E-09,5.40E-08
Olig2,131.4526363,-0.872723012,0.149526527,-5.822479609,5.80E-09,2.00E-07
Cxadr,18.68558697,-0.872448561,0.211895652,-4.124651974,3.71E-05,0.000513682
Tril,26.51118926,-0.870860682,0.209237689,-4.303765912,1.68E-05,0.000250636
Sema5b,13.9162437,-0.870768067,0.213199214,-3.870214164,0.00010874,0.001300605
Mtss1l,159.8702471,-0.868623778,0.132840754,-6.521091444,6.98E-11,3.18E-09
Zbp1,858.1756539,-0.867369845,0.210870936,-3.789570179,0.000150908,0.001735498
Gm43197,49.85170446,-0.866710871,0.198289458,-4.186293325,2.84E-05,0.000402377
Vgll3,14.88778972,-0.86533621,0.207683693,-4.310337735,1.63E-05,0.000243979
Slc1a3,86.95355231,-0.863454248,0.18659583,-4.587940352,4.48E-06,7.83E-05
Wnk2,18.42134163,-0.862053192,0.213182816,-4.001416119,6.30E-05,0.000807577
Reep2,14.37925114,-0.861929035,0.212804388,-3.919684321,8.87E-05,0.00108709
Cxcl10,19.32130678,-0.861869402,0.213129908,-4.003109928,6.25E-05,0.000802453
Nfasc,62.04076112,-0.861418373,0.203486965,-4.351068614,1.35E-05,0.000206412
Nap1l5,27.08818516,-0.861310654,0.206676712,-4.128103835,3.66E-05,0.000507451
Bex2,23.561105,-0.860639895,0.209045244,-4.099021073,4.15E-05,0.000563979
Ifi44,24.41950448,-0.858480938,0.199949717,-4.555809134,5.22E-06,8.92E-05
Loxl2,16.418791,-0.858188873,0.20440178,-4.657324515,3.20E-06,5.84E-05
Baiap2l1,79.437433,-0.856621543,0.171305815,-4.900392857,9.56E-07,1.98E-05
Dpysl3,212.8915187,-0.855389048,0.121532938,-7.028665314,2.09E-12,1.17E-10
Efnb2,24.05285407,-0.854826321,0.21223209,-4.03796814,5.39E-05,0.000707266
Ly6e,7314.81478,-0.853570271,0.145414317,-5.873133065,4.28E-09,1.53E-07
Tap1,1056.579999,-0.852768962,0.131977686,-6.448286035,1.13E-10,5.01E-09
Usp18,421.2680431,-0.852446024,0.213872765,-3.639238483,0.000273445,0.002896942
Msi1,23.31939306,-0.851739115,0.21355103,-3.937049324,8.25E-05,0.00101834
Pcsk6,27.34924555,-0.850894906,0.204842834,-4.054221237,5.03E-05,0.000665552
Batf2,44.29727522,-0.847616991,0.197408531,-4.304577352,1.67E-05,0.00024995
Mcemp1,107.0727993,-0.843898946,0.141477009,-5.930283388,3.02E-09,1.11E-07
Mark1,18.86907736,-0.843801517,0.213043365,-3.975665315,7.02E-05,0.000886071
Pcdh10,55.40934313,-0.843255014,0.183696199,-4.543120556,5.54E-06,9.39E-05
Cacng4,87.11290887,-0.842978352,0.161131495,-5.203109502,1.96E-07,4.80E-06
Ifi204,2111.181745,-0.836057036,0.171376567,-4.843634463,1.27E-06,2.56E-05
Nedd4,239.1428365,-0.835520011,0.208670695,-4.137624432,3.51E-05,0.000488955
Gbp7,783.7778545,-0.835174342,0.110772773,-7.534919172,4.89E-14,3.34E-12
Clec4a1,119.0517582,-0.834896395,0.155779788,-5.460234441,4.76E-08,1.35E-06
Zfp423,32.55665128,-0.828260708,0.201393553,-4.12138097,3.77E-05,0.000519365
Add2,17.25947219,-0.825425821,0.21340191,-4.023348695,5.74E-05,0.000744786
Adamtsl1,12.32200707,-0.824171196,0.193105148,-4.430548588,9.40E-06,0.000150157
Gm48065,12.89086814,-0.823980452,0.211381181,-4.036762456,5.42E-05,0.000710332
Irgm2,381.1735756,-0.822835946,0.14076193,-5.851401515,4.87E-09,1.71E-07
Tmod2,71.85036398,-0.82220333,0.176341963,-4.626843936,3.71E-06,6.63E-05
Amotl2,35.12321918,-0.821948472,0.207870833,-4.081248976,4.48E-05,0.000603303
Adgrb1,61.11724112,-0.821661204,0.176723481,-4.60012518,4.22E-06,7.42E-05
Adam12,23.78232404,-0.820955558,0.208527478,-3.816742134,0.000135225,0.001568556
Ddx58,1127.181489,-0.820188805,0.172620766,-4.723716947,2.32E-06,4.35E-05
Slco2b1,489.2729602,-0.818674907,0.096417159,-8.503629339,1.84E-17,1.82E-15
Acsl6,15.80474603,-0.817823334,0.212569184,-3.778523279,0.000157761,0.001800195
Trim30b,19.85682707,-0.817686536,0.213808591,-3.728225708,0.000192833,0.002144283
Ly6i,103.1741615,-0.817156423,0.160240339,-5.098704742,3.42E-07,8.00E-06
Cacng7,51.84686203,-0.815871074,0.198790262,-4.049856452,5.12E-05,0.000676127
Itga7,46.72698392,-0.815473159,0.210852958,-3.983027255,6.80E-05,0.000864354
St8sia1,10.46303546,-0.815108346,0.208091035,-3.844043643,0.000121023,0.001427422
Gm39556,19.46112435,-0.81299223,0.212712761,-3.715406395,0.000202877,0.002243609
Parva,35.30166403,-0.812623826,0.209356356,-4.261317568,2.03E-05,0.000297284
Kcnd3,31.16445793,-0.810525652,0.201825059,-3.909583735,9.25E-05,0.00112927
Herc6,208.1287333,-0.807703312,0.130619485,-6.15697867,7.41E-10,2.98E-08
Marcksl1,443.2568824,-0.807692053,0.09108888,-8.882491281,6.54E-19,7.28E-17
Arid5a,102.1422375,-0.807433219,0.151734055,-5.298322435,1.17E-07,3.03E-06
Cspg5,41.97477773,-0.807331975,0.194664912,-4.103187072,4.07E-05,0.000556258
Epdr1,26.42025826,-0.806461407,0.212158973,-3.811262946,0.000138259,0.001600289
Grik5,66.58218992,-0.805974326,0.180135912,-4.479170278,7.49E-06,0.000123093
Col18a1,123.7741574,-0.804953773,0.196217066,-4.110216023,3.95E-05,0.000541425
Ahrr,405.3843091,-0.798259233,0.102654398,-7.817693393,5.38E-15,4.13E-13
Lrrn2,26.50443342,-0.798202019,0.213347957,-3.818710564,0.000134151,0.001557481
Thbs1,5654.897591,-0.797046597,0.08581371,-9.284178929,1.63E-20,2.12E-18
Phf11d,591.3341181,-0.796409251,0.18863849,-4.130833132,3.61E-05,0.000502759
Serpina3n,143.0434818,-0.796122545,0.197810533,-4.046733149,5.19E-05,0.00068409
Mapk4,8.722130763,-0.795529383,0.195786262,-3.974408612,7.06E-05,0.000889371
Trim30d,636.414313,-0.794876965,0.171641605,-4.585444437,4.53E-06,7.89E-05
Gpr141,130.2370094,-0.793959937,0.146649896,-5.459080077,4.79E-08,1.35E-06
Dmpk,87.20862116,-0.793787052,0.165644901,-4.831402514,1.36E-06,2.70E-05
Mpp7,69.09286357,-0.790547931,0.167456732,-4.689848913,2.73E-06,5.08E-05
Nsg2,98.74121694,-0.787896891,0.183986021,-4.318127019,1.57E-05,0.000236405
Dbn1,52.16995197,-0.787639649,0.19291029,-4.113938623,3.89E-05,0.000533669
Slfn8,874.1423968,-0.787549822,0.188245296,-4.130172103,3.62E-05,0.000503773
Crmp1,26.89958711,-0.787016221,0.209952949,-3.891048673,9.98E-05,0.001203636
Nfib,28.2018025,-0.785322272,0.207554564,-3.765551998,0.000166182,0.001886938
Nr2f2,13.5920632,-0.783894227,0.202188769,-4.212818843,2.52E-05,0.000362037
Cryab,31.50351684,-0.781272733,0.213286711,-3.799408385,0.000145042,0.001672803
Diras2,39.89492123,-0.7799783,0.199527997,-3.888147874,0.000101012,0.001216291
Gbp6,86.54017778,-0.777794956,0.166005993,-4.585845878,4.52E-06,7.88E-05
Gm6545,7.916866845,-0.77628574,0.197904415,-3.437434863,0.000587252,0.005560628
Cd14,3791.999717,-0.77598517,0.049097616,-15.80629264,2.82E-56,3.03E-53
Ifih1,748.5029696,-0.775847882,0.134634258,-5.750880106,8.88E-09,2.95E-07
Ccl5,370.3055954,-0.775560571,0.212690135,-3.015278058,0.002567438,0.018889925
Rnf213,4630.252956,-0.774743176,0.200781208,-3.771783205,0.000162085,0.001845619
Ddx60,269.099892,-0.772951775,0.17273644,-4.432560703,9.31E-06,0.000149057
Ggt7,21.39602761,-0.77242125,0.212786171,-3.524801019,0.000423801,0.00421899
Olfm2,89.82400592,-0.772034205,0.162719687,-4.729930673,2.25E-06,4.24E-05
Hap1,29.18709728,-0.771914116,0.207665949,-3.686089375,0.000227726,0.002474429
Dclk1,66.78499185,-0.771332875,0.213772636,-3.770817149,0.000162714,0.001850168
Sez6,35.535036,-0.768869127,0.200705445,-3.763392122,0.000167624,0.001899308
Auts2,8.853944386,-0.768156303,0.205938023,-3.53766692,0.000403679,0.004065768
Hrh2,24.55126522,-0.767475995,0.208959104,-3.688394628,0.000225673,0.002458637
Xaf1,429.9326041,-0.766264297,0.204368781,-3.635398047,0.000277552,0.002935892
Smpdl3b,84.33564616,-0.765238057,0.1657522,-4.605829917,4.11E-06,7.25E-05
Fmn2,15.10569822,-0.763987205,0.213267543,-3.494451968,0.000475036,0.004662231
Rtp4,835.3080952,-0.763301564,0.214024608,-3.304095302,0.000952834,0.008332782
Cadm4,124.1263131,-0.761571454,0.151124769,-5.0358835,4.76E-07,1.07E-05
Mpdz,13.1922186,-0.760545501,0.204439083,-3.771200928,0.000162464,0.001848627
Yap1,19.92030376,-0.760152113,0.207178947,-4.352519073,1.35E-05,0.000205633
Tmem108,39.60227351,-0.759998525,0.211951144,-3.790829057,0.000150145,0.001727956
Cck,570.1914374,-0.757508303,0.082907494,-9.151000687,5.64E-20,7.00E-18
Arhgap33,31.93015274,-0.756656155,0.202467459,-3.74457549,0.000180699,0.002036019
Iigp1,13.4321114,-0.755329708,0.207314584,-3.90672435,9.36E-05,0.001139534
Gbp9,1060.306265,-0.752002274,0.134683703,-5.586887066,2.31E-08,7.08E-07
Pou3f3,83.24420888,-0.751329194,0.15553423,-4.802447505,1.57E-06,3.07E-05
Stk32a,21.37379303,-0.749956571,0.211548029,-3.592459851,0.000327571,0.003375618
Samd9l,893.3082083,-0.749710135,0.173280927,-4.296608549,1.73E-05,0.000256961
Tub,27.45283764,-0.748624536,0.206641632,-3.592417623,0.000327624,0.003375618
Sesn3,65.92437043,-0.747098998,0.178382823,-4.199577036,2.67E-05,0.000382851
Ptprf,61.05441065,-0.746702012,0.213433639,-3.465687572,0.000528877,0.005103731
Cx3cl1,23.65543176,-0.746065207,0.213897939,-3.484821397,0.000492466,0.004809887
Agrn,527.8613525,-0.743402679,0.091480864,-8.121908839,4.59E-16,4.00E-14
Cdc20,59.92185815,-0.74243393,0.185472871,-4.095432998,4.21E-05,0.000570862
Uba7,888.2294387,-0.742241803,0.125992669,-5.88408938,4.00E-09,1.44E-07
Sp100,1104.127336,-0.742124248,0.155842655,-4.750713628,2.03E-06,3.86E-05
Isg20,31.64096468,-0.742054127,0.206282148,-3.487640421,0.000487303,0.004768122
Trim30a,1946.234749,-0.74103855,0.151465355,-4.880480214,1.06E-06,2.17E-05
Treml2,107.0497719,-0.740996306,0.14769443,-4.996659009,5.83E-07,1.29E-05
Sytl2,27.07844637,-0.740530702,0.213885122,-3.781763067,0.000155722,0.001779438
Bmp7,19.02715358,-0.740105602,0.208432917,-3.594584885,0.000324909,0.00335631
Slit2,9.621251887,-0.738180775,0.204171537,-3.489728641,0.000483511,0.004736766
Ptk7,25.7957574,-0.738064818,0.213532374,-3.568124003,0.000359546,0.003664738
Fzd6,10.20823457,-0.737814295,0.199044303,-3.948666088,7.86E-05,0.000975397
Gm4070,194.3322954,-0.73626995,0.190945001,-3.854235763,0.000116092,0.001377308
B3gat1,21.37564071,-0.735936821,0.213698382,-3.370583312,0.000750092,0.006822287
Ctxn1,42.1005309,-0.733766936,0.197322021,-3.677930045,0.000235134,0.002547948
Slc1a4,31.94932497,-0.733186711,0.2079301,-3.686611144,0.00022726,0.002472585
Spats2l,14.45399274,-0.730997457,0.212403027,-3.409479517,0.00065087,0.006056391
Sfrp1,28.44279763,-0.729415401,0.204940421,-4.551616176,5.32E-06,9.07E-05
Shisa6,21.52657529,-0.728006307,0.21051602,-3.407566899,0.000655448,0.006095481
Hcar2,268.8500498,-0.727490754,0.112183667,-6.505746605,7.73E-11,3.50E-09
Tnr,82.46555062,-0.726046909,0.169993532,-4.297534827,1.73E-05,0.000256351
Osmr,11.24130494,-0.724976454,0.197004096,-3.969199571,7.21E-05,0.000906205
Shc3,19.58265421,-0.724912561,0.212980307,-3.281259877,0.001033445,0.008909513
Sox2ot,12.91769146,-0.723994359,0.212213555,-3.427407566,0.000609374,0.005739781
Rgs16,39.8224454,-0.723711912,0.196242208,-3.684439678,0.000229206,0.002487969
Adamts6,13.49080259,-0.722862558,0.21320269,-3.287746891,0.001009926,0.008737348
Igdcc4,14.84430607,-0.722249849,0.213007765,-3.352013249,0.000802262,0.007219461
Lrp3,23.38725058,-0.719142299,0.211220671,-3.334437087,0.000854722,0.007619307
Adgrg1,54.10578565,-0.718781321,0.194196819,-3.721214637,0.000198267,0.00219865
Egfr,10.24225924,-0.717297113,0.205307295,-3.692223492,0.000222302,0.002431758
