X,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Unique_KOMyevsWTMye_F
Frrs1l,9.80869972,-0.50768007,0.20729312,-2.868346378,0.004126235,NA,Frrs1l
Gm37968,5.744085709,-0.509679641,0.193059487,-2.390763093,0.016813398,NA,Gm37968
Bco2,30.69279538,-0.511066267,0.207436562,-2.615098425,0.008920175,0.09636436,Bco2
Ermn,7.566149324,-0.511647266,0.205913443,-2.142711301,0.032136287,NA,Ermn
Pgf,9.618196817,-0.51246967,0.209772474,-2.216945717,0.026626801,NA,Pgf
Piwil2,32.93356767,-0.513714883,0.205616284,-2.491429676,0.012723015,0.122409978,Piwil2
Gm13431,32.48760618,-0.518962767,0.201752732,-2.573443896,0.010069197,0.105304675,Gm13431
Sirpb1c,165.3634166,-0.522718648,0.136836224,-3.835725978,0.000125194,0.003334434,Sirpb1c
Trpm2,46.55595843,-0.52468655,0.190410032,-2.655797539,0.00791211,0.088464412,Trpm2
Gm9770,52.19460781,-0.535186982,0.185935072,-2.92040268,0.003495794,0.048732851,Gm9770
Med12l,25.24610263,-0.542379982,0.213673867,-2.710890713,0.006710274,0.078510205,Med12l
Kansl2-ps,81.02231839,-0.546249271,0.163144128,-3.346364847,0.000818786,0.015789767,Kansl2-ps
Gjb1,8.350108927,-0.549270357,0.202653099,-2.845822721,0.004429685,NA,Gjb1
Slain1,31.76052179,-0.549584814,0.207779017,-2.692120043,0.007099938,0.08173748,Slain1
Kcna3,45.85297778,-0.551491837,0.18687087,-2.96582557,0.003018716,0.043517338,Kcna3
Tppp,38.13883209,-0.552545729,0.200159651,-2.790136388,0.005268584,0.066576208,Tppp
Edil3,33.11320802,-0.554366656,0.207404277,-2.771539216,0.005579195,0.068906478,Edil3
Gal3st1,7.635675163,-0.560959359,0.19917499,-2.984032352,0.002844767,NA,Gal3st1
Nlrc4,163.6864693,-0.567117228,0.135375166,-4.201370993,2.65E-05,0.000880136,Nlrc4
Ch25h,66.88161185,-0.571425195,0.174367766,-3.351619727,0.000803403,0.015666357,Ch25h
Nov,91.73809206,-0.584512139,0.152319502,-3.8152357,0.000136053,0.003579997,Nov
Tmem267,40.16422179,-0.595391849,0.190701852,-3.054671176,0.002253074,0.034898678,Tmem267
Abhd15,20.00192327,-0.600991838,0.213794076,-3.168247403,0.00153361,0.025731651,Abhd15
Shc4,36.14349057,-0.625830001,0.199806225,-3.204715485,0.00135196,0.023494711,Shc4
Mog,20.38722161,-0.664652603,0.213704571,-3.475104028,0.000510655,0.010706603,Mog
Fam13c,14.53791888,-0.686831793,0.213165363,-3.429085446,0.000605619,0.012380701,Fam13c
Adamts4,17.96830566,-0.692096482,0.213190198,-3.212302353,0.001316757,0.023067896,Adamts4
AI662270,324.7733173,-0.694216578,0.10254621,-6.758254267,1.40E-11,1.76E-09,AI662270
Gm17828,20.56496424,-0.700660837,0.213064999,-3.292572185,0.000992754,0.018452553,Gm17828
P2ry12,164.8555789,-0.715268661,0.131958467,-5.468769359,4.53E-08,3.05E-06,P2ry12
Slpi,461.7770252,-0.717435331,0.155935219,-4.516047169,6.30E-06,0.000256401,Slpi
Ptprv,24.02164562,-0.720335156,0.207962094,-3.391431526,0.000695285,0.013931222,Ptprv
Emilin1,330.7058339,-0.734668983,0.093489515,-7.844775664,4.34E-15,8.48E-13,Emilin1
Gm10074,19.12987424,-0.734853821,0.213370961,-3.393912966,0.000689016,0.013826744,Gm10074
Pex5l,19.28495578,-0.739324936,0.212850125,-3.48482458,0.00049246,0.010429008,Pex5l
Kcnn4,485.4716759,-0.796561717,0.084460987,-9.421158655,4.46E-21,1.62E-18,Kcnn4
Plp1,560.3192813,-0.818884158,0.149312399,-5.502380095,3.75E-08,2.56E-06,Plp1
Enpp6,12.84405936,-0.841200461,0.211819122,-4.010173375,6.07E-05,0.001813168,Enpp6
Gpr37,10.30605398,-0.905329306,0.206078933,-4.303252255,1.68E-05,NA,Gpr37
Il33,23.77138825,-0.915021732,0.211147842,-4.131373952,3.61E-05,0.001141382,Il33
Kndc1,27.64956399,-0.945911639,0.204517782,-4.567012535,4.95E-06,0.000209125,Kndc1
Syt4,55.89829732,-1.194150707,0.190030799,-6.254270279,3.99E-10,3.96E-08,Syt4
