,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Hspa1a,113.2278239,-1.19028689,0.1953135,-5.83247303,5.46E-09,1.84E-05
9530059O14Rik,28.85406725,-1.185631341,0.195443629,-5.891264169,3.83E-09,1.84E-05
Sgk1,1467.934562,-1.023823677,0.184404293,-5.371433228,7.81E-08,0.000191937
Gm22009,20.21785759,-0.987363239,0.18725415,-5.079321804,3.79E-07,0.000398887
Arl4d,172.6447494,-0.952070391,0.184927015,-4.953997895,7.27E-07,0.000583079
Hspa1b,187.1973343,-0.93876128,0.191922635,-4.627534147,3.70E-06,0.002298496
Dusp5,297.7654914,-0.92078466,0.179274445,-4.947573902,7.51E-07,0.000583079
Dnajb1,763.2659238,-0.916277158,0.129223147,-7.094039727,1.30E-12,1.92E-08
Tm6sf2,17.54097237,-0.907172091,0.195826565,-4.529030425,5.93E-06,NA
Errfi1,504.0285646,-0.854717106,0.14530161,-5.809749735,6.26E-09,1.84E-05
Junb,920.389185,-0.844278489,0.184889033,-4.379685518,1.19E-05,0.004756978
CT010467.1,23465.37869,-0.822760347,0.190213558,-4.167097219,3.09E-05,0.009282161
Cdkn1a,95.73061469,-0.818030867,0.165736244,-4.965513239,6.85E-07,0.000583079
Sap30,125.6557494,-0.786801703,0.150082517,-5.247999023,1.54E-07,0.000251876
Gm10254,45.23256528,-0.778413127,0.179193141,-4.378709325,1.19E-05,0.004756978
Tnfrsf25,129.2573496,-0.777472394,0.170031197,-4.501290179,6.75E-06,0.003433707
Calb2,461.8688326,-0.754210524,0.180683826,-4.096408768,4.20E-05,0.011247803
Scn5a,35.54157924,-0.751452826,0.194938417,-3.748444987,0.000177934,0.026778292
Nfkbia,314.1348844,-0.749196558,0.169969699,-4.353939641,1.34E-05,0.005054677
Gm14287,50.79930983,-0.724769477,0.176651429,-4.049123011,5.14E-05,0.01284638
Frat2,143.1550354,-0.723187635,0.173030899,-4.01878843,5.85E-05,0.0136895
Ddit4,919.5691617,-0.72047481,0.137771661,-5.158571875,2.49E-07,0.000333514
Tagap,12.990102,-0.716139161,0.195219536,-3.650666386,0.000261561,NA
Krt73,58.61951526,-0.687237613,0.193314298,-3.345680414,0.000820809,0.055868129
Ebf2,9.076065301,-0.682319411,0.190643849,-3.466646557,0.000526994,NA
Sik1,220.3985181,-0.681861424,0.187173031,-3.587323191,0.00033409,0.037599166
11-Mar,37.55721574,-0.679477795,0.18881683,-3.513583922,0.000442105,0.043453
Stac3,11.78017356,-0.677429473,0.195805075,-3.33582999,0.000850452,NA
Npy,482.9912288,-0.676152316,0.170130954,-3.873238159,0.000107399,0.019649972
Eomes,14.08706556,-0.669191966,0.186195634,-3.388662602,0.000702344,NA
Dlx2,59.16634291,-0.665716006,0.186386622,-3.483519689,0.000494867,0.046176076
Per1,1012.037576,-0.664785889,0.150305187,-4.310316935,1.63E-05,0.006005028
Chrm4,136.5725459,-0.659849393,0.169421239,-3.75251865,0.000175067,0.026778292
Cish,55.49316213,-0.655648684,0.185634427,-3.53745451,0.000404004,0.041077432
Vgf,3027.799751,-0.654427607,0.187961686,-3.296775344,0.000978017,0.060521626
Rasl11b,602.7653864,-0.652355406,0.145200806,-4.387838431,1.14E-05,0.004756978
Dyrk3,210.7494705,-0.648892199,0.163620846,-3.945841074,7.95E-05,0.017044455
Nab2,319.8485501,-0.647827341,0.179565002,-3.466958973,0.000526382,0.047668838
Gadd45b,166.7434906,-0.646139343,0.160699143,-3.885547234,0.0001021,0.019434383
Igfbpl1,36.93538317,-0.644595902,0.195424981,-3.289291545,0.001004399,0.061575959
Csrnp1,131.5780281,-0.644250287,0.180626384,-3.420282969,0.00062556,0.051538605
Slc19a2,233.7519146,-0.643156958,0.128232361,-5.026198911,5.00E-07,0.000491725
2600014E21Rik,17.54361825,-0.639271607,0.192195273,-3.279335403,0.001040519,NA
Riox1,141.3100167,-0.633673776,0.162889957,-3.801956825,0.000143558,0.023780583
Ier2,101.2486566,-0.63325971,0.18745118,-3.271567196,0.001069532,0.063072423
Nr4a1,868.8745865,-0.632354357,0.188250799,-3.253535236,0.001139786,0.063612997
Klf10,312.2587753,-0.627586303,0.145011906,-4.235779582,2.28E-05,0.007299712
Tmem252,41.68407329,-0.626320084,0.191068433,-3.352189233,0.000801752,0.055716859
Lbhd2,23.0945683,-0.623698457,0.17707657,-3.180246207,0.0014715,0.072809021
Pcdhb12,43.55775194,-0.623032452,0.188751587,-3.193264899,0.001406738,0.071025834
Dlx5,40.04833701,-0.619340049,0.1925363,-3.083108214,0.002048506,0.082346478
Rprm,384.6450718,-0.619195722,0.176976236,-3.429388316,0.000604943,0.050963884
Dmrtc1a,69.33855973,-0.618444604,0.161907602,-3.757318743,0.000171744,0.026778292
Fam43b,221.5434466,-0.614109345,0.176242682,-3.368445472,0.000755933,0.054631016
Ccne1,136.4846752,-0.609600813,0.173935192,-3.396114226,0.000683498,0.05303587
Tmem267,198.0665185,-0.608378168,0.192436541,-3.018186338,0.002542925,0.089091379
Nptx2,295.7162112,-0.601776104,0.189647535,-3.059527921,0.002216861,0.085498086
Dlx6,42.44729722,-0.595190205,0.195344863,-2.951841861,0.003158847,0.0970241
Zbtb8b,58.48647537,-0.59371577,0.189675371,-3.022481025,0.002507118,0.088426892
Rasd1,384.6999401,-0.59187436,0.190853291,-2.940869371,0.003272925,0.097774889
Mchr1,190.4767145,-0.591848658,0.184536905,-3.058954869,0.002221106,0.085498086
Shh,15.28522573,-0.591556019,0.19566384,-2.929750401,0.003392344,NA
Chgb,5594.032398,-0.590332427,0.187952113,-2.934160705,0.00334451,0.098259475
Plekhf1,96.52769971,-0.58975939,0.182826062,-3.158215918,0.001587379,0.075298475
Gm47033,14.16502898,-0.589038894,0.190247478,-2.963762195,0.00303903,NA
Noxred1,10.18975316,-0.588495849,0.195931206,-3.037820292,0.00238296,NA
Phf13,192.4155759,-0.587297173,0.151527867,-3.817710872,0.000134696,0.022825493
Tmem130,1748.15291,-0.587278837,0.173893372,-3.253798751,0.001138729,0.063612997
Grasp,689.070433,-0.583096033,0.165318196,-3.409774167,0.000650167,0.051807057
Gm14137,16.64670269,-0.582896741,0.194984889,-2.973041404,0.002948647,NA
Prokr2,42.78533068,-0.582736741,0.189234371,-3.03312897,0.002420321,0.088105674
Ecel1,63.40864737,-0.582602783,0.19462727,-2.968137217,0.002996105,0.095138452
Spata2l,502.6407812,-0.581695122,0.176119305,-3.195126581,0.001397695,0.070811756
Jun,1521.263989,-0.58025922,0.163815332,-3.446502807,0.000567893,0.049711639
Bdnf,583.6489929,-0.580067488,0.172442841,-3.29588516,0.000981121,0.060521626
Pvr,93.37942582,-0.579979599,0.16015278,-3.614759712,0.000300626,0.036606525
Slc9a4,155.7361916,-0.575759995,0.180819786,-3.085680815,0.002030867,0.082346478
Dusp1,313.8525385,-0.575006338,0.18374583,-3.007044658,0.00263801,0.090199425
Plk3,125.5269956,-0.572683861,0.146898073,-3.85730096,0.000114646,0.020460879
Gm43327,9.323645126,-0.571432025,0.194392585,-2.821440299,0.004780854,NA
Gpr101,114.8071827,-0.570997466,0.182146296,-3.063053421,0.002190909,0.085498086
Krt5,8.671881123,-0.569271717,0.190842846,-2.891889053,0.003829331,NA
Dync1i1,1251.631925,-0.566698231,0.186398805,-2.865986386,0.004157121,0.105669721
Taf5,94.58949071,-0.565883989,0.142708684,-3.914063839,9.08E-05,0.018499586
Hsph1,3024.873199,-0.565644757,0.176147145,-3.118328537,0.001818799,0.077949299
Fos,191.4290145,-0.564259147,0.185323465,-2.894169233,0.003801632,0.101689516
Apold1,87.71691228,-0.562427297,0.187462529,-2.868886457,0.004119196,0.105314798
Arrdc2,185.4301514,-0.560432807,0.171728283,-3.137165146,0.0017059,0.076705166
Siah2,221.2210903,-0.557549348,0.142163037,-3.872911086,0.000107543,0.019649972
Rbm12b2,125.7003286,-0.557088205,0.142674807,-3.901127059,9.57E-05,0.019075425
Rem2,196.9036016,-0.556355152,0.188765682,-2.771206332,0.005584902,0.114721618
Gm13394,34.64973431,-0.5559015,0.174014361,-3.129339414,0.001751998,0.077534073
Egr4,472.9752192,-0.555247892,0.19486369,-2.740769562,0.006129548,0.118748917
Nfil3,113.9845479,-0.55484633,0.16502998,-3.381782105,0.000720172,0.053087512
Zfp189,279.7333825,-0.554637837,0.158674396,-3.41545723,0.00063675,0.051538605
Nrsn2,618.3723668,-0.554332403,0.183549542,-2.883236215,0.003936122,0.103501546
Klf2,191.2592152,-0.552357454,0.187609898,-2.905547914,0.003666107,0.100213056
Fkbpl,70.41690199,-0.549345287,0.176391171,-3.06291074,0.002191954,0.085498086
Chga,1236.243777,-0.549226351,0.185454899,-2.796609498,0.005164191,0.112461514
Zfp213,50.17287571,-0.548667485,0.175334638,-3.097340339,0.001952656,0.081274056
Gm37899,2.779023158,-0.547892683,0.158435365,-3.220750339,0.001278555,NA
Foxo6,581.6655928,-0.547861306,0.14566212,-3.686536543,0.000227327,0.031322235
Jazf1,294.3116666,-0.547019803,0.158897996,-3.351079727,0.000804971,0.055716859
Esr1,33.54160383,-0.546291579,0.183170682,-2.936188264,0.003322726,0.098259475
Cebpb,281.6636387,-0.54558081,0.166657253,-3.162808577,0.00156255,0.075298475
Sult5a1,21.38042781,-0.543571649,0.192252802,-2.793799846,0.005209271,0.112461514
Zfp418,36.45398107,-0.543414787,0.187170918,-2.814620531,0.004883486,0.110690539
Htr4,147.8155179,-0.541718246,0.169916223,-3.123329676,0.001788173,0.077534073
Gm16105,17.02096938,-0.540988738,0.195468102,-2.650151901,0.008045559,NA
Wif1,14.22554394,-0.540405223,0.195716471,-2.725397016,0.006422421,NA
Pmaip1,24.25910944,-0.539520407,0.187659709,-2.782040976,0.005401822,0.114180948
Egr1,1499.21976,-0.539261921,0.194378606,-2.631425413,0.008502753,0.131262917
Pnrc1,533.4799541,-0.538361696,0.155284175,-3.391310371,0.000695593,0.053087512
Slco5a1,27.76513122,-0.537860394,0.187996211,-2.805655048,0.005021442,0.111492642
Ackr1,241.3606885,-0.536938722,0.179066588,-2.871894586,0.00408019,0.105314798
Dusp6,687.354821,-0.536131482,0.164190767,-3.164777883,0.001552014,0.075298475
Rtn4rl2,803.7883267,-0.535416906,0.16358286,-3.178910566,0.001478297,0.072809021
Malat1,4507.476591,-0.533390421,0.121166542,-4.359898226,1.30E-05,0.005048428
Ngf,55.81004494,-0.531693792,0.162484783,-3.20131767,0.001368006,0.070273574
Olfm4,61.07549703,-0.531667296,0.169899164,-3.086683871,0.002024027,0.082346478
Nefm,1828.082691,-0.531547281,0.184107323,-2.731043253,0.006313419,0.120254162
Lrrn4,24.4189299,-0.531299784,0.194753408,-2.629104349,0.008561009,0.131473908
Ccnjl,96.17329755,-0.530706292,0.171053462,-3.031511132,0.002433329,0.0882819
Pelo,39.86643797,-0.530701384,0.193175518,-2.655546061,0.007918012,0.129359226
Slc32a1,920.9017138,-0.530401601,0.17457173,-2.969051278,0.002987207,0.095138452
C1ql2,1912.175328,-0.529968941,0.169753451,-3.027409035,0.002466599,0.0882819
Actn2,145.1802089,-0.528924801,0.174499242,-2.927919027,0.003412389,0.098259475
Depp1,9.837437763,-0.528483421,0.186613844,-2.717215966,0.006583363,NA
Rfxap,447.4575516,-0.527151252,0.125956429,-4.143330073,3.42E-05,0.01009302
Rbm12,184.2894479,-0.526136794,0.13649499,-3.833073126,0.000126552,0.021950127
Tubb2a,5261.738027,-0.52476365,0.167837798,-3.023734331,0.002496756,0.088401435
Zfp667,241.8725522,-0.522792699,0.130382185,-3.988188007,6.66E-05,0.015101344
Prkcg,5552.500904,-0.522604627,0.188577904,-2.575206728,0.010018019,0.137883183
Pdlim1,65.52638989,-0.521875838,0.183912436,-2.699785379,0.006938422,0.124025571
Kin,113.2375064,-0.521337724,0.14911594,-3.491245614,0.000480774,0.04543623
Rtn4r,913.8034543,-0.520609252,0.174906541,-2.81371483,0.004897265,0.110690539
1700017B05Rik,288.3980838,-0.519819605,0.132831967,-3.856142273,0.00011519,0.020460879
Dnajb5,1407.053887,-0.51952567,0.177401815,-2.80898132,0.004969853,0.110738851
Nkx2-1,10.31723535,-0.519068251,0.183796571,-2.727500258,0.006381621,NA
Atp6v0c,1115.184127,-0.518265264,0.168253955,-3.001752558,0.002684303,0.090559896
Ackr4,22.60097141,-0.516357395,0.19178091,-2.552269788,0.010702361,0.141191508
Sertad1,75.84425827,-0.516211787,0.150424964,-3.406871749,0.00065712,0.051807057
Lhfpl5,41.52387566,-0.515858557,0.180042743,-2.795609744,0.005180191,0.112461514
Fosb,169.7398234,-0.515576443,0.182208443,-2.780085647,0.005434456,0.114180948
Panx1,235.1168478,-0.51513013,0.161999987,-3.130270923,0.001746452,0.077534073
Kcng1,572.367818,-0.513957665,0.155661624,-3.237994086,0.001203733,0.065972626
Tnfaip3,78.01812602,-0.513366524,0.17928249,-2.757467546,0.0058251,0.116738501
Tuba8,94.19403743,-0.513066588,0.191939112,-2.586559613,0.00969394,0.135724366
Ing2,322.1854304,-0.513015898,0.131472274,-3.871969287,0.00010796,0.019649972
1700056N10Rik,29.33419375,-0.512332214,0.183680977,-2.77982763,0.005438776,0.114180948
Chst8,305.8531492,-0.51131446,0.172165591,-2.820116744,0.004800618,0.110242231
Rtn4rl1,1258.705507,-0.511312772,0.169551008,-2.917304448,0.00353071,0.099642093
1700016P03Rik,38.7407988,-0.509825549,0.187095903,-2.704600427,0.006838659,0.12310422
Cdh13,513.4283963,-0.509215331,0.158822463,-3.127339755,0.00176396,0.077534073
Wnt3,35.61790957,-0.507479873,0.170286873,-2.953024305,0.003146772,0.0970241
Gm13630,5.749333921,-0.507321655,0.185088282,-2.687778151,0.007192917,NA
Cnnm4,184.3256521,-0.506591355,0.146735535,-3.369635529,0.000752677,0.054631016
Nol10,222.5478846,-0.506299381,0.163237811,-3.033631647,0.002416293,0.088105674
Gm42547,87.37200733,-0.505790623,0.167132303,-2.943330705,0.003247014,0.097774889
Pomgnt2,557.7039874,-0.505481387,0.135522061,-3.666175479,0.000246205,0.032998186
Csrnp2,290.1771911,-0.504456539,0.156796473,-3.122481507,0.001793334,0.077534073
Olfml2b,430.1259613,-0.503216365,0.184633056,-2.61137148,0.009017988,0.134002957
Tmem59l,3107.935493,-0.50317291,0.16094607,-3.01661141,0.002556173,0.089091379
Cadm3,4340.656754,-0.502809406,0.169847401,-2.845776417,0.004430329,0.107717389
Clstn3,3788.577528,-0.502363893,0.173484301,-2.749652036,0.005965858,0.118217013
Dlk1,184.7832456,-0.50219089,0.161839464,-3.161330703,0.001570501,0.075298475
Maged1,6325.369845,-0.501635757,0.177944922,-2.689613568,0.00715348,0.125580598
Ndn,3506.676978,-0.49989291,0.138450104,-3.57379592,0.000351843,0.038141355
Agfg2,750.1060339,-0.499640126,0.153485178,-3.149924303,0.001633128,0.075477122
1700001C02Rik,16.00390098,-0.498886104,0.19562837,-2.535125165,0.011240715,NA
Zfp30,177.2135524,-0.497923069,0.137559892,-3.580657687,0.00034273,0.037946804
Gm12346,176.5098972,-0.497266396,0.158745577,-3.052120087,0.002272312,0.085679519
Slc18a2,79.0921805,-0.497020494,0.153930935,-3.21202385,0.001318034,0.069114148
Tbc1d25,120.8159241,-0.4968065,0.186016159,-2.53886645,0.011121227,0.143824776
Pls3,2489.023356,-0.496719069,0.176003862,-2.671194649,0.00755818,0.127494569
Sst,2134.766157,-0.496419217,0.167847434,-2.873766577,0.004056086,0.105309296
Lpl,583.7015485,-0.496134167,0.163368544,-2.951837269,0.003158894,0.0970241
Pgam1-ps2,52.13057348,-0.495810424,0.162173778,-3.044123025,0.002333597,0.087320353
Serinc2,102.4627306,-0.495244806,0.185539654,-2.62130463,0.008759395,0.132134963
Ythdf2,459.9698587,-0.494233978,0.142717904,-3.374743392,0.000738845,0.053924748
Corin,5.49264453,-0.493995559,0.169467691,-2.750161625,0.005956588,NA
Slc10a4,9.155940335,-0.492185478,0.174114521,-2.658829185,0.007841271,NA
Pcdhb4,51.10299829,-0.491599158,0.189299694,-2.533762548,0.011284517,0.144208016
Syp,10632.82305,-0.491201031,0.169141095,-2.781782974,0.005406118,0.114180948
Mblac2,434.9076444,-0.490083839,0.138872603,-3.500534911,0.000464325,0.044451621
Crtac1,1433.577153,-0.489274688,0.169501166,-2.803254957,0.005058966,0.111653196
Ier5l,270.8951853,-0.489058023,0.160744835,-2.913180916,0.003577673,0.099642093
Tmem114,50.21999171,-0.488439402,0.185071313,-2.454037337,0.014126231,0.155495451
Plat,461.6315407,-0.487664056,0.13180328,-3.753128701,0.000174641,0.026778292
Col25a1,623.5538873,-0.487467749,0.183029986,-2.550329531,0.010762114,0.141539562
Rhov,69.60518863,-0.487049395,0.185454767,-2.529396781,0.011425878,0.145091307
Med26,121.1050962,-0.487023529,0.179521024,-2.640417148,0.008280404,0.130333677
Gm6210,5.973522774,-0.486933282,0.186934538,-2.556311803,0.010578828,NA
Rab3a,5753.850319,-0.486694605,0.170257752,-2.724174399,0.006446246,0.12078367
Got1,3541.194463,-0.486641547,0.169889227,-2.746594081,0.006021761,0.118242073
Adgrd1,23.56560863,-0.486502674,0.193348406,-2.495067818,0.012593306,0.149246872
Abt1,232.6027742,-0.486168371,0.157528811,-2.974496607,0.002934697,0.095090633
Rab40b,488.0818571,-0.485930071,0.164385621,-2.869457303,0.004111768,0.105314798
Rel,57.78908623,-0.485453264,0.167959336,-2.829160466,0.004667029,0.109139987
Zcchc12,594.9336797,-0.484943127,0.170640468,-2.811626388,0.004929172,0.110738851
Pnoc,108.1542181,-0.484803783,0.188934498,-2.50484234,0.012250599,0.148022202
Gm7816,18.71479007,-0.484740822,0.19185384,-2.520436007,0.011720955,NA
Eno2,8348.132614,-0.484695103,0.173916961,-2.658241886,0.007854949,0.128914717
Arhgap36,14.40339155,-0.484435192,0.195306416,-2.524384416,0.011590111,NA
Dtx2,94.97318601,-0.484128311,0.164382004,-2.914349274,0.003564309,0.099642093
Crybg2,11.38108941,-0.484088426,0.195773761,-2.507271533,0.012166721,NA
Cep131,320.6888077,-0.48367388,0.156850076,-2.984173857,0.002843452,0.093804517
Wasf1,3847.099287,-0.482891301,0.182901072,-2.473743615,0.013370561,0.151983178
Gaa,5014.31689,-0.482696991,0.164600164,-2.835856561,0.004570297,0.108869445
Gm17201,57.17982339,-0.482141712,0.181036818,-2.517307256,0.011825565,0.146146498
Actn1,755.9730817,-0.4820082,0.171083603,-2.672757006,0.007523072,0.127274443
Igsf8,2530.993947,-0.481234401,0.16775959,-2.757314939,0.005827819,0.116738501
Cx3cl1,5120.926596,-0.48082317,0.181479725,-2.481603603,0.013079268,0.150760447
Cpne6,5197.861469,-0.480487885,0.1826598,-2.467750666,0.013596499,0.152924934
AW551984,62.5043002,-0.479927648,0.188905402,-2.547683168,0.010844091,0.14190687
Hsp90aa1,11663.85081,-0.479520028,0.142941775,-3.296385748,0.000979374,0.060521626
Gla,174.948992,-0.479340132,0.139947923,-3.415835106,0.000635867,0.051538605
Pnma3,285.4199007,-0.478508286,0.178711768,-2.597231899,0.009397845,0.135546014
Slc27a3,106.390326,-0.477768321,0.175340635,-2.654756954,0.007936557,0.129359226
Sumo2,254.6212894,-0.477694947,0.181024941,-2.504003853,0.01227967,0.148022202
Brinp1,2671.851937,-0.477598235,0.157895412,-2.932647117,0.003360857,0.098259475
Ephb2,338.8676264,-0.476974159,0.181327299,-2.493818434,0.012637717,0.149412881
Socs2,221.3920009,-0.476197501,0.144388168,-3.276825793,0.001049811,0.062158099
Ypel4,551.9029068,-0.475966191,0.162498081,-2.846632403,0.004418435,0.107717389
Nhlh2,23.22631356,-0.475938774,0.193910827,-2.392750513,0.016722608,0.166582032
Hyls1,100.6768985,-0.475756901,0.176960579,-2.654734902,0.007937076,0.129359226
Trpc4,497.3098567,-0.475560048,0.176927614,-2.622677301,0.008724186,0.132134963
Grwd1,215.439344,-0.475486836,0.155005189,-3.005501384,0.002651434,0.090199425
Zfp169,110.3754036,-0.475422634,0.15519701,-3.025794348,0.002479809,0.088401435
Tob2,566.452069,-0.475160394,0.128749272,-3.644653644,0.000267752,0.034325825
Edc3,303.8913451,-0.475099963,0.140509417,-3.345172334,0.000822315,0.055868129
Ankrd55,33.40752344,-0.474395481,0.192460097,-2.374266153,0.01758387,0.168077917
Sfrp2,14.53885409,-0.474253578,0.195639563,-2.360367177,0.018256855,NA
Pias4,343.6694182,-0.474193528,0.155152461,-2.964376485,0.00303297,0.095138452
Plk2,1977.619348,-0.474168058,0.180575651,-2.46660127,0.013640215,0.152926002
Phf23,538.0971819,-0.4739089,0.103048367,-4.58780025,4.48E-06,0.002539997
Gmpr,584.6435949,-0.473891843,0.159838604,-2.884347579,0.003922256,0.103445111
Rps4l,321.5177663,-0.473794375,0.177494073,-2.711653562,0.006694852,0.121854577
Slc5a3,447.9161674,-0.473550083,0.146458515,-3.25200948,0.001145922,0.063612997
Rara,183.7252291,-0.473132151,0.166598604,-2.79646961,0.005166427,0.112461514
1810055G02Rik,200.0336562,-0.472845714,0.153922671,-3.036685032,0.002391953,0.088105674
Rgs4,1512.315549,-0.472664002,0.145583305,-3.207111991,0.001340748,0.069114148
Aldh1b1,106.9568473,-0.472420382,0.191549702,-2.338937028,0.019338693,0.172272113
Ntng1,453.0894162,-0.472360453,0.153843923,-3.030134513,0.002444448,0.0882819
Nap1l3,560.461629,-0.472334285,0.158893858,-2.867597384,0.004136015,0.105314798
Oprl1,436.798826,-0.470526673,0.163192723,-2.800081026,0.005108978,0.112252852
Sema3e,717.1413434,-0.470399562,0.179403119,-2.484577058,0.012970543,0.150569313
Dlg3,2353.785939,-0.469743757,0.180956429,-2.449629768,0.014300317,0.155987558
Atp1b1,18637.33125,-0.469563084,0.163732708,-2.78585738,0.005338635,0.113428645
Pcdh8,1154.690843,-0.468837117,0.156059497,-2.944296084,0.003236902,0.097774889
Palm3,45.01512647,-0.468453291,0.192380862,-2.383920388,0.017129308,0.167910493
Crhr2,56.20595866,-0.466995901,0.1951013,-2.370006778,0.017787759,0.168537875
Lrrtm1,1419.33644,-0.466679823,0.16498115,-2.715522236,0.006617133,0.121118546
L1cam,1014.481143,-0.466615376,0.181686785,-2.421480579,0.015457427,0.162365184
Islr2,1541.788204,-0.46615094,0.167595325,-2.659792188,0.007818888,0.128914717
Jmjd6,301.3672464,-0.465479013,0.100910367,-4.615880777,3.91E-06,0.002308351
Otogl,21.91784997,-0.464324798,0.192905893,-2.421454042,0.015458556,0.162365184
Sez6,2266.814232,-0.464186114,0.182035078,-2.416154579,0.015685401,0.163312051
Pja1,2389.270539,-0.464170017,0.17565694,-2.519440345,0.011754156,0.145913781
Slc41a2,232.7629766,-0.463906161,0.174514159,-2.588136552,0.009649672,0.135626722
Zswim3,90.27222415,-0.463677088,0.16761708,-2.684736062,0.00725871,0.12656743
Tac2,29.74898318,-0.463602119,0.187954389,-2.368353757,0.017867443,0.168655414
Slc29a2,151.9283656,-0.463473427,0.167432399,-2.67458317,0.007482221,0.127274443
Acvr1c,317.8728193,-0.463455827,0.169410584,-2.725304938,0.006424212,0.12078367
Zswim6,341.4000298,-0.463389693,0.160842824,-2.813356376,0.004902728,0.110690539
Aldoa,20738.83973,-0.462838339,0.149461434,-3.013856677,0.002579496,0.089692251
Thop1,547.1412822,-0.462601474,0.165045525,-2.689740688,0.007150756,0.125580598
Slc1a1,1064.505364,-0.462577606,0.170368789,-2.588312931,0.009644732,0.135626722
Ccdc117,326.886271,-0.462490914,0.127157193,-3.660002853,0.000252212,0.033414255
Brd3os,373.8460053,-0.462109366,0.107153281,-4.28618365,1.82E-05,0.006232131
Tubb4a,6684.453134,-0.461797317,0.17426358,-2.504757717,0.01225353,0.148022202
Myadm,578.8603861,-0.461460848,0.178796205,-2.40677598,0.016094039,0.164088383
Rtl8c,739.077935,-0.461422514,0.157982673,-2.835807733,0.004570995,0.108869445
Vegfd,38.19259543,-0.459616209,0.18990382,-2.371807158,0.017701327,0.168077917
Slc2a3,1488.067784,-0.458942148,0.15918702,-2.793540128,0.005213456,0.112461514
Pcsk2,2594.645303,-0.45888485,0.175217445,-2.478960302,0.013176597,0.151007026
Pnpo,414.8550084,-0.458454755,0.136937435,-3.288684956,0.001006566,0.061575959
Nutf2-ps1,46.78215906,-0.457974157,0.194706427,-2.310655846,0.020851872,0.176827841
Sidt1,496.3395928,-0.457948989,0.16785593,-2.58764783,0.009663372,0.135626722
Rae1,451.1883016,-0.457379943,0.153260776,-2.901546269,0.003713259,0.100448776
Snap47,3545.463532,-0.457250665,0.170124408,-2.561458665,0.010423364,0.139195346
Atp1a1,8202.653589,-0.457176079,0.169856039,-2.562416479,0.010394659,0.13906393
Sv2a,4553.246085,-0.457131846,0.183535054,-2.334593724,0.019564655,0.173134276
Trpc7,49.43714371,-0.457048062,0.170781656,-2.726211058,0.006406602,0.120716167
Atp6v1a,8187.414055,-0.456789498,0.143021745,-3.137057812,0.001706525,0.076705166
Pim3,677.9881038,-0.456750626,0.137462593,-3.257801654,0.001122789,0.063612997
Mas1,404.1979137,-0.456578596,0.164764198,-2.689537801,0.007155104,0.125580598
Slc6a7,643.5915138,-0.456352796,0.182611979,-2.352013798,0.018672082,0.170698158
Fndc9,22.05526319,-0.456251095,0.192833005,-2.328218885,0.019900484,0.174223773
Pld5,45.5901533,-0.456107125,0.195144227,-2.379889262,0.017317841,0.168077917
Ak5,3112.555564,-0.455881818,0.172002528,-2.503441353,0.012299206,0.148022202
Scml4,62.87284455,-0.45576112,0.168387439,-2.719656723,0.006534972,0.121118546
Gad1,3447.924752,-0.453821002,0.178282957,-2.418048519,0.015603996,0.163040194
Scg2,1979.225713,-0.453791702,0.160610874,-2.789928307,0.005271971,0.112827192
Hid1,1225.339247,-0.453211263,0.154861412,-2.81684017,0.004849865,0.110341922
Tceal6,678.5968724,-0.45320618,0.169294794,-2.569841077,0.010174518,0.138196471
Spty2d1,269.2290135,-0.452757726,0.14783524,-3.002763283,0.002675404,0.090466715
Rab3b,552.1284075,-0.452357952,0.165147092,-2.652668669,0.007985822,0.129796786
Tcf15,27.33847337,-0.452237045,0.193146545,-2.347879233,0.018880642,0.170782787
Hspa8,16781.23656,-0.451739929,0.145645045,-3.0558607,0.002244155,0.085679519
Pycr2,461.5269184,-0.451409749,0.126439634,-3.533964048,0.000409377,0.041338641
Uchl1,7177.266391,-0.451147611,0.114063031,-3.941637127,8.09E-05,0.017044455
Tacr3,43.34242148,-0.451030549,0.179044229,-2.492660731,0.012678993,0.149662618
Trim72,3.36690517,-0.450166463,0.157612297,-2.679980196,0.007362652,NA
Gm28192,21.06172245,-0.450009519,0.189746903,-2.346935976,0.018928507,0.170782787
Ckmt1,1710.130907,-0.449746977,0.162955451,-2.648041912,0.008095949,0.129840149
Kit,1129.723932,-0.449328197,0.177261254,-2.408191273,0.016031779,0.163795233
Cited2,439.2646623,-0.44931967,0.171821629,-2.523229872,0.011628236,0.145091307
Tsen54,96.73783577,-0.449267185,0.139483907,-3.208327003,0.001335096,0.069114148
Tpst1,603.7139451,-0.44883674,0.14089065,-3.135855139,0.001713538,0.076786303
Slc7a4,855.1249181,-0.448684124,0.139586391,-3.164015477,0.001556085,0.075298475
Trmt1l,304.3145902,-0.448653233,0.15045399,-2.919094464,0.003510498,0.099642093
Inka1,50.41782438,-0.448242262,0.182295375,-2.432007728,0.015015387,0.160271317
Ufsp1,86.62918137,-0.447804223,0.178093201,-2.427990622,0.015182736,0.161151242
Gars,1322.529627,-0.447472479,0.159537018,-2.716488515,0.006597848,0.121118546
Vps37d,333.0606247,-0.447393796,0.13015886,-3.382626016,0.000717963,0.053087512
2810455O05Rik,116.2231641,-0.446698429,0.1686409,-2.557939572,0.010529439,0.139977922
Kifap3,2971.313147,-0.446140674,0.153370874,-2.810130404,0.004952143,0.110738851
